,stop_code,stop_name,stop_lat,stop_lon,geometry
0,100002,Legislature Exch,48.41974,-123.36901,POINT (-123.36901 48.41974)
1,100003,Legislature Exch Bay D,48.41915,-123.36896,POINT (-123.36896 48.41915)
2,100004,Legislature Exch Bay F,48.4183,-123.36936,POINT (-123.36936 48.4183)
3,100006,Legislature Exch Bay E,48.41827,-123.36807,POINT (-123.36807 48.41827)
4,100008,Superior St at Menzies St,48.41827,-123.37282,POINT (-123.37282 48.41827)
5,100009,Hwy 17 at Elk Lake Dr,48.51371,-123.38442,POINT (-123.38442 48.51371)
6,100010,Douglas St at Courtney St,48.42274,-123.36575,POINT (-123.36575 48.42274)
7,100011,Menzies St at Superior St,48.41785,-123.37265,POINT (-123.37265 48.41785)
8,100012,Douglas St at Blanshard St,48.41923,-123.36589,POINT (-123.36589 48.41923)
9,100013,Menzies St at Michigan St,48.41717,-123.37282,POINT (-123.37282 48.41717)
10,100014,Gordon Head Rd at Arbutus Rd,48.47934,-123.30763,POINT (-123.30763 48.47934)
11,100016,Sooke Rd at Townsend Rd - Sooke Town Ctr,48.37834,-123.72201,POINT (-123.72201 48.37834)
12,100017,Burdett Ave at Douglas St,48.42205,-123.36546,POINT (-123.36546 48.42205)
13,100018,5200 Blk Sooke Rd,48.38903,-123.64285,POINT (-123.64285 48.38903)
14,100019,Douglas St at Courtney St,48.42273,-123.36597,POINT (-123.36597 48.42273)
15,100021,Superior St at Oswego St,48.4194,-123.37605,POINT (-123.37605 48.4194)
16,100022,Menzies St at Michigan St,48.41661,-123.37335,POINT (-123.37335 48.41661)
17,100024,Fairfield Rd at Blanshard St Bay B,48.42124,-123.36353,POINT (-123.36353 48.42124)
18,100025,Fairfield Rd at Blanshard St Bay A,48.42189,-123.36409,POINT (-123.36409 48.42189)
19,100028,Fort St at Wharf St,48.42499,-123.36924,POINT (-123.36924 48.42499)
20,100029,Legislature Exch Bay C,48.41897,-123.36896,POINT (-123.36896 48.41897)
21,100030,Oswego St at Michigan St,48.41874,-123.37713,POINT (-123.37713 48.41874)
22,100031,Menzies St at Toronto St,48.41556,-123.37371,POINT (-123.37371 48.41556)
23,100032,Douglas St at Fort St,48.42437,-123.36532,POINT (-123.36532 48.42437)
24,100033,Fort St at Douglas St,48.4245,-123.36458,POINT (-123.36458 48.4245)
25,100034,Douglas St at Fort St,48.42496,-123.36535,POINT (-123.36535 48.42496)
26,100035,Fairfield Rd at Quadra St,48.42021,-123.36075,POINT (-123.36075 48.42021)
27,100036,Menzies St at Simcoe St,48.41497,-123.37449,POINT (-123.37449 48.41497)
28,100037,Douglas St at Avalon Rd,48.41487,-123.36631,POINT (-123.36631 48.41487)
29,100039,Fairfield Rd at Quadra St,48.42019,-123.36101,POINT (-123.36101 48.42019)
30,100042,Douglas St at View St,48.42555,-123.36518,POINT (-123.36518 48.42555)
31,100044,Oswego St at St James St,48.41706,-123.37896,POINT (-123.37896 48.41706)
32,100045,Fort St at Blanshard St,48.42417,-123.36183,POINT (-123.36183 48.42417)
33,100046,Douglas St at Simcoe St,48.41358,-123.36728,POINT (-123.36728 48.41358)
34,100047,Wharf St at Yates St,48.42709,-123.3705,POINT (-123.3705 48.42709)
35,100048,Yates St at Douglas St,48.42644,-123.36571,POINT (-123.36571 48.42644)
36,100049,Niagara St at Menzies St,48.41369,-123.37523,POINT (-123.37523 48.41369)
37,100050,Government St at Johnson St,48.42723,-123.36724,POINT (-123.36724 48.42723)
38,100051,Douglas St at Johnson St,48.42671,-123.36467,POINT (-123.36467 48.42671)
39,100052,Niagara St at Menzies St,48.41358,-123.37529,POINT (-123.37529 48.41358)
40,100053,Johnson St at Wharf St,48.42775,-123.3697,POINT (-123.3697 48.42775)
41,100054,Niagara St at Clarence St,48.41299,-123.37375,POINT (-123.37375 48.41299)
42,100055,Johnson St at Broad St,48.42725,-123.36563,POINT (-123.36563 48.42725)
43,100056,Fairfield Rd at Vancouver St,48.41836,-123.35866,POINT (-123.35866 48.41836)
44,100058,Niagara St at Clarence St,48.41282,-123.37367,POINT (-123.37367 48.41282)
45,100061,Gorge Rd W at Millgrove St,48.44675,-123.39554,POINT (-123.39554 48.44675)
46,100062,Vancouver St at Collinson St,48.41889,-123.35822,POINT (-123.35822 48.41889)
47,100063,Johnson St at Douglas St,48.42705,-123.36398,POINT (-123.36398 48.42705)
48,100064,Fort St at Quadra St,48.42389,-123.35922,POINT (-123.35922 48.42389)
49,100065,Niagara St at Government St,48.41224,-123.37211,POINT (-123.37211 48.41224)
50,100067,Otter Point Rd at Butler Rd,48.39484,-123.77279,POINT (-123.77279 48.39484)
51,100068,Yates St at Quadra St,48.42585,-123.36044,POINT (-123.36044 48.42585)
52,100069,Quadra St at View St,48.42442,-123.35951,POINT (-123.35951 48.42442)
53,100071,University Dr at Ring Rd,48.45977,-123.31452,POINT (-123.31452 48.45977)
54,100072,Niagara St at Government St,48.41193,-123.37181,POINT (-123.37181 48.41193)
55,100073,Fairfield Rd at Vancouver St,48.41838,-123.35801,POINT (-123.35801 48.41838)
56,100075,Richardson St at Vancouver St,48.41996,-123.35749,POINT (-123.35749 48.41996)
57,100076,Douglas St at Pandora Ave,48.42771,-123.36446,POINT (-123.36446 48.42771)
58,100077,Pandora Ave at Store St,48.4286,-123.36812,POINT (-123.36812 48.4286)
59,100078,Douglas St at Beacon St,48.41126,-123.36859,POINT (-123.36859 48.41126)
60,100079,Johnson St at Blanshard St,48.42673,-123.36127,POINT (-123.36127 48.42673)
61,100080,Douglas St at Beacon St,48.41197,-123.36802,POINT (-123.36802 48.41197)
62,100082,Douglas St at Pandora Ave,48.42868,-123.36458,POINT (-123.36458 48.42868)
63,100084,Pandora Ave at Blanshard St,48.42791,-123.36247,POINT (-123.36247 48.42791)
64,100085,Quadra St at Johnson St,48.42615,-123.35908,POINT (-123.35908 48.42615)
65,100086,Erie St at Dallas Rd - Fisherman's Wharf,48.42158,-123.38331,POINT (-123.38331 48.42158)
66,100089,Oswego St at Dallas Rd,48.41451,-123.38168,POINT (-123.38168 48.41451)
67,100090,Niagara St at Douglas St,48.41063,-123.36899,POINT (-123.36899 48.41063)
68,100091,Fairfield Rd at Cook St,48.41816,-123.35623,POINT (-123.35623 48.41816)
69,100092,Fairfield Rd at Cook St,48.41801,-123.35576,POINT (-123.35576 48.41801)
70,100093,Johnson St at Quadra St,48.42646,-123.35862,POINT (-123.35862 48.42646)
71,100094,Richardson St at Cook St,48.41974,-123.35546,POINT (-123.35546 48.41974)
72,100095,Cook St at Fairfield Rd,48.41825,-123.35541,POINT (-123.35541 48.41825)
73,100096,Cook St at Richardson St,48.41943,-123.35514,POINT (-123.35514 48.41943)
74,100097,Esquimalt Rd at Tyee Rd,48.42882,-123.37797,POINT (-123.37797 48.42882)
75,100099,Esquimalt Rd at Tyee Rd,48.42865,-123.37801,POINT (-123.37801 48.42865)
76,100100,Cook St at Fairfield Rd,48.41836,-123.35519,POINT (-123.35519 48.41836)
77,100101,Quadra St at Pandora Ave,48.42728,-123.35905,POINT (-123.35905 48.42728)
78,100102,Cook St at Southgate St,48.41605,-123.35597,POINT (-123.35597 48.41605)
79,100105,Cook St at Richardson St,48.41986,-123.35483,POINT (-123.35483 48.41986)
80,100106,Yates St at Vancouver St,48.42551,-123.35716,POINT (-123.35716 48.42551)
81,100108,E Sooke Rd at Llanilar Rd,48.36642,-123.68406,POINT (-123.68406 48.36642)
82,100109,Richardson St at Cook St,48.41952,-123.35444,POINT (-123.35444 48.41952)
83,100110,Dallas Rd at Simcoe St,48.42112,-123.38553,POINT (-123.38553 48.42112)
84,100111,Dallas Rd at Niagara St,48.41863,-123.3854,POINT (-123.3854 48.41863)
85,100112,Cook St at Rockland Ave,48.42189,-123.35452,POINT (-123.35452 48.42189)
86,100113,Cook St at Southgate St,48.41613,-123.35572,POINT (-123.35572 48.41613)
87,100115,Cook St at Pandora Ave,48.42697,-123.35341,POINT (-123.35341 48.42697)
88,100116,Dallas Rd at Montreal St,48.41664,-123.38509,POINT (-123.38509 48.41664)
89,100117,Cook St at Oliphant Ave,48.41401,-123.35689,POINT (-123.35689 48.41401)
90,100118,Quadra St at Pandora Ave,48.42789,-123.35891,POINT (-123.35891 48.42789)
91,100120,Cook St at Oxford St,48.41437,-123.35649,POINT (-123.35649 48.41437)
92,100121,Cook St at Rockland Ave,48.42231,-123.3542,POINT (-123.3542 48.42231)
93,100122,Cook St at Fort St,48.42309,-123.35422,POINT (-123.35422 48.42309)
94,100123,Fairfield Rd at Chester Ave,48.41747,-123.35376,POINT (-123.35376 48.41747)
95,100124,Fairfield Rd at Su'it St,48.4176,-123.35377,POINT (-123.35377 48.4176)
96,100125,Johnson St at Vancouver St,48.42618,-123.35591,POINT (-123.35591 48.42618)
97,100126,Fort St at Cook St,48.42328,-123.35337,POINT (-123.35337 48.42328)
98,100127,Yates St at Cook St,48.42525,-123.35472,POINT (-123.35472 48.42525)
99,100128,Cook St at Fort St,48.42361,-123.35392,POINT (-123.35392 48.42361)
100,100129,Pandora Ave at Quadra St,48.42753,-123.35817,POINT (-123.35817 48.42753)
101,100130,May St at Cook St,48.41225,-123.35709,POINT (-123.35709 48.41225)
102,100131,May St at Cook St,48.41212,-123.35695,POINT (-123.35695 48.41212)
103,100132,Douglas St at Discovery St,48.43232,-123.3647,POINT (-123.3647 48.43232)
104,100133,Quadra St at Balmoral Rd,48.42924,-123.35873,POINT (-123.35873 48.42924)
105,100134,Esquimalt Rd at Sitkum Rd,48.43013,-123.38048,POINT (-123.38048 48.43013)
106,100135,Quadra St at North Park St,48.42962,-123.3589,POINT (-123.3589 48.42962)
107,100136,Metchosin Rd at Kenning Crt,48.41456,-123.48329,POINT (-123.48329 48.41456)
108,100137,Fairfield Rd at Linden Ave,48.41711,-123.35249,POINT (-123.35249 48.41711)
109,100138,Richardson St at Linden Ave,48.41936,-123.35185,POINT (-123.35185 48.41936)
110,100139,Richardson St at Linden Ave,48.41917,-123.35118,POINT (-123.35118 48.41917)
111,100141,Fairfield Rd at Linden Ave,48.41674,-123.35186,POINT (-123.35186 48.41674)
112,100144,Cook St at Johnson St,48.42623,-123.35331,POINT (-123.35331 48.42623)
113,100145,Quadra St at Caledonia Ave,48.43054,-123.35876,POINT (-123.35876 48.43054)
114,100146,Douglas St at Discovery St,48.43218,-123.36449,POINT (-123.36449 48.43218)
115,100147,Quadra St at Caledonia Ave,48.43059,-123.35854,POINT (-123.35854 48.43059)
116,100148,Esquimalt Rd at Catherine St,48.43047,-123.38525,POINT (-123.38525 48.43047)
117,100149,Tyee Rd at Wilson St,48.43103,-123.37872,POINT (-123.37872 48.43103)
118,100150,Pandora Ave at Cook St,48.42725,-123.35385,POINT (-123.35385 48.42725)
119,100151,Wilson St at Tyee Rd,48.43148,-123.3793,POINT (-123.3793 48.43148)
120,100152,Bay St at Wilson St,48.43262,-123.38278,POINT (-123.38278 48.43262)
121,100153,Fort St at Linden Ave,48.42294,-123.35025,POINT (-123.35025 48.42294)
122,100154,Metchosin Rd at Kenning Crt,48.41394,-123.48358,POINT (-123.48358 48.41394)
123,100155,May St at Linden Ave,48.41188,-123.35373,POINT (-123.35373 48.41188)
124,100156,May St at Linden Ave,48.41181,-123.354,POINT (-123.354 48.41181)
125,100157,Swartz Bay Ferry Terminal Bay B,48.68799,-123.41227,POINT (-123.41227 48.68799)
126,100158,Westhills Exch (Langford Pky) Bay F,48.44501,-123.53375,POINT (-123.53375 48.44501)
127,100159,Johnson St at Chambers St,48.42559,-123.35024,POINT (-123.35024 48.42559)
128,100160,Cook St at Balmoral Rd,48.42873,-123.35301,POINT (-123.35301 48.42873)
129,100161,Esquimalt Rd at Catherine St,48.43032,-123.38311,POINT (-123.38311 48.43032)
130,100162,Fairfield Rd at Moss St,48.41555,-123.34939,POINT (-123.34939 48.41555)
131,100163,May St at Wellington Ave,48.41155,-123.35156,POINT (-123.35156 48.41155)
132,100165,Yates St at Ormond St,48.42468,-123.34889,POINT (-123.34889 48.42468)
133,100166,Quadra St at Princess Ave,48.43283,-123.35846,POINT (-123.35846 48.43283)
134,100167,Richardson St at Moss St,48.41878,-123.34758,POINT (-123.34758 48.41878)
135,100168,Linden Ave at Faithful St,48.40976,-123.35381,POINT (-123.35381 48.40976)
136,100169,Pandora Ave at Chambers St,48.42714,-123.35007,POINT (-123.35007 48.42714)
137,100170,Bay St at Turner St,48.43484,-123.37541,POINT (-123.37541 48.43484)
138,100171,Quadra St at Princess Ave,48.43342,-123.35819,POINT (-123.35819 48.43342)
139,100172,Cook St at Caledonia Ave,48.43023,-123.35301,POINT (-123.35301 48.43023)
140,100173,Wilson St at Bay St,48.43281,-123.38275,POINT (-123.38275 48.43281)
141,100174,Richardson St at Moss St,48.41887,-123.34713,POINT (-123.34713 48.41887)
142,100175,Bay St at Turner St,48.43507,-123.3749,POINT (-123.3749 48.43507)
143,100176,Wilson St at Bay St,48.43294,-123.38282,POINT (-123.38282 48.43294)
144,100177,Douglas St at Bay St,48.4353,-123.36533,POINT (-123.36533 48.4353)
145,100178,Douglas St at Bay St,48.43469,-123.36477,POINT (-123.36477 48.43469)
146,100179,Cook St at Caledonia Ave,48.4307,-123.35273,POINT (-123.35273 48.4307)
147,100180,Bay St at Rock Bay Ave,48.43582,-123.36935,POINT (-123.36935 48.43582)
148,100181,Johnson St at Camosun St,48.42546,-123.34788,POINT (-123.34788 48.42546)
149,100182,Tyee Rd at Bay St,48.43436,-123.38137,POINT (-123.38137 48.43436)
150,100183,Bay St at Rock Bay Ave,48.43592,-123.36848,POINT (-123.36848 48.43592)
151,100184,May St at Moss St,48.41147,-123.35013,POINT (-123.35013 48.41147)
152,100185,Bay St at Douglas St,48.4358,-123.366,POINT (-123.366 48.4358)
153,100186,Tyee Rd at Bay St,48.43413,-123.38135,POINT (-123.38135 48.43413)
154,100188,Wilson St at Mary St,48.43282,-123.38556,POINT (-123.38556 48.43282)
155,100189,Wilson St at Mary St,48.43295,-123.3858,POINT (-123.3858 48.43295)
156,100190,May St at Moss St,48.41131,-123.34942,POINT (-123.34942 48.41131)
157,100191,Yates St at Fernwood Rd,48.42461,-123.34628,POINT (-123.34628 48.42461)
158,100192,Dallas Rd at Wellington Ave,48.40717,-123.35368,POINT (-123.35368 48.40717)
159,100193,Quadra St at Bay St,48.43503,-123.35816,POINT (-123.35816 48.43503)
160,100194,Fernwood Rd at Yates St,48.42408,-123.34548,POINT (-123.34548 48.42408)
161,100195,Douglas St at Gorge Rd E / Hillside Ave,48.43868,-123.36729,POINT (-123.36729 48.43868)
162,100196,Cook St at Princess Ave,48.43256,-123.35272,POINT (-123.35272 48.43256)
163,100197,Esquimalt Rd at Maitland St,48.43062,-123.38981,POINT (-123.38981 48.43062)
164,100198,Douglas St at Kings Rd,48.43707,-123.36611,POINT (-123.36611 48.43707)
165,100199,Richardson St at Kipling St,48.41662,-123.34442,POINT (-123.34442 48.41662)
166,100200,May St at Olive St,48.41126,-123.34805,POINT (-123.34805 48.41126)
167,100201,May St at Joseph St,48.41114,-123.34785,POINT (-123.34785 48.41114)
168,100202,Richardson St at Kipling St,48.41675,-123.34437,POINT (-123.34437 48.41675)
169,100203,Fernwood Rd at Johnson St,48.42577,-123.34536,POINT (-123.34536 48.42577)
170,100204,Esquimalt Rd at Dalton St,48.43085,-123.39026,POINT (-123.39026 48.43085)
171,100205,Fairfield Rd at Kipling St,48.414,-123.34565,POINT (-123.34565 48.414)
172,100206,Cook St at Princess Ave,48.43302,-123.35245,POINT (-123.35245 48.43302)
173,100207,Fernwood Rd at Johnson St,48.42585,-123.34554,POINT (-123.34554 48.42585)
174,100208,Quadra St at Bay St,48.43558,-123.358,POINT (-123.358 48.43558)
175,100209,Pandora Ave at Fernwood Rd,48.42692,-123.34588,POINT (-123.34588 48.42692)
176,100210,Fairfield Rd at Kipling St,48.41368,-123.34553,POINT (-123.34553 48.41368)
177,100211,Johnson St at Fernwood Rd,48.4254,-123.34499,POINT (-123.34499 48.4254)
178,100212,Fort St at Elford St,48.42494,-123.34131,POINT (-123.34131 48.42494)
179,100213,George St at Moss St,48.40818,-123.35031,POINT (-123.35031 48.40818)
180,100214,Fernwood Rd at Pandora Ave,48.42722,-123.34526,POINT (-123.34526 48.42722)
181,100215,Skinner St at Catherine St,48.43552,-123.38442,POINT (-123.38442 48.43552)
182,100218,Gorge Rd E at Government St,48.43855,-123.36811,POINT (-123.36811 48.43855)
183,100219,Skinner St at Catherine St,48.43566,-123.38535,POINT (-123.38535 48.43566)
184,100220,Hillside Ave at Douglas St,48.4386,-123.3658,POINT (-123.3658 48.4386)
185,100221,Moss St at Dallas Rd,48.40635,-123.35114,POINT (-123.35114 48.40635)
186,100222,May St at Eberts St,48.41091,-123.34585,POINT (-123.34585 48.41091)
187,100223,Gorge Rd E at Government St,48.43875,-123.36821,POINT (-123.36821 48.43875)
188,100224,Fort St at Stanley Ave,48.42461,-123.34276,POINT (-123.34276 48.42461)
189,100225,Wilson St at Dalton St,48.43253,-123.39122,POINT (-123.39122 48.43253)
190,100226,Cook St at Bay St,48.4346,-123.35245,POINT (-123.35245 48.4346)
191,100227,Fernwood Rd at Grant St,48.42887,-123.34519,POINT (-123.34519 48.42887)
192,100228,Johnson St at Stanley Ave,48.42585,-123.34319,POINT (-123.34319 48.42585)
193,100229,Wilson St at Dalton St,48.43267,-123.39122,POINT (-123.39122 48.43267)
194,100230,Bushby St at Joseph St,48.40836,-123.34788,POINT (-123.34788 48.40836)
195,100231,Esquimalt Rd at Barnard Ave,48.43131,-123.39323,POINT (-123.39323 48.43131)
196,100232,Eberts St at Bushby St,48.40911,-123.34669,POINT (-123.34669 48.40911)
197,100233,Quadra St at Kings Rd,48.43767,-123.35881,POINT (-123.35881 48.43767)
198,100234,Quadra St at Kings Rd,48.43791,-123.35863,POINT (-123.35863 48.43791)
199,100235,Cook St at Bay St,48.43522,-123.35218,POINT (-123.35218 48.43522)
200,100236,Fairfield Rd at Memorial Cres,48.41231,-123.34341,POINT (-123.34341 48.41231)
201,100237,Hillside Ave at Blanshard St,48.43897,-123.36241,POINT (-123.36241 48.43897)
202,100238,Memorial Cres at May St,48.41155,-123.34387,POINT (-123.34387 48.41155)
203,100240,Fernwood Rd at Gladstone St,48.43027,-123.34526,POINT (-123.34526 48.43027)
204,100241,Fairfield Rd at Memorial Cres,48.41215,-123.34342,POINT (-123.34342 48.41215)
205,100242,Esquimalt Rd at Dominion Rd,48.43176,-123.39407,POINT (-123.39407 48.43176)
206,100243,Memorial Cres at Fairfield Rd,48.41182,-123.34345,POINT (-123.34345 48.41182)
207,100244,Richardson St at Arnold Ave,48.41639,-123.3412,POINT (-123.3412 48.41639)
208,100245,Fernwood Rd at Gladstone St,48.43067,-123.34505,POINT (-123.34505 48.43067)
209,100246,Gorge Rd E at Rock Bay Ave,48.43973,-123.37077,POINT (-123.37077 48.43973)
210,100247,Strandlund Ave at Peatt Rd,48.45566,-123.49629,POINT (-123.49629 48.45566)
211,100248,Pandora Ave at Begbie St,48.4268,-123.34216,POINT (-123.34216 48.4268)
212,100249,Richardson St at Stannard Ave,48.41619,-123.34043,POINT (-123.34043 48.41619)
213,100250,Cook St at Haultain St,48.43615,-123.35229,POINT (-123.35229 48.43615)
214,100251,Dunsmuir Rd at Esquimalt Rd,48.43167,-123.39477,POINT (-123.39477 48.43167)
215,100252,Dunsmuir Rd at Garrett Pl,48.4303,-123.39619,POINT (-123.39619 48.4303)
216,100253,Fernwood Rd at Pembroke St,48.43154,-123.34505,POINT (-123.34505 48.43154)
217,100254,Gorge Rd E at Garbally Rd,48.44032,-123.37273,POINT (-123.37273 48.44032)
218,100256,Gorge Rd E at Garbally Rd,48.44033,-123.37229,POINT (-123.37229 48.44033)
219,100257,Quadra St at Hillside Ave,48.43911,-123.35921,POINT (-123.35921 48.43911)
220,100258,Begbie St at Elford St,48.4276,-123.34124,POINT (-123.34124 48.4276)
221,100259,Dunsmuir Rd at Garrett Pl,48.4302,-123.39678,POINT (-123.39678 48.4302)
222,100260,Cook St at Haultain St,48.43672,-123.35202,POINT (-123.35202 48.43672)
223,100261,Hillside Ave at Quadra St,48.43946,-123.35976,POINT (-123.35976 48.43946)
224,100262,Pandora Ave at Elford St,48.42657,-123.34085,POINT (-123.34085 48.42657)
225,100263,Old Esquimalt Rd at Viewfield Rd,48.43288,-123.39449,POINT (-123.39449 48.43288)
226,100264,Fernwood Rd at Pembroke St,48.43221,-123.34519,POINT (-123.34519 48.43221)
227,100265,Begbie St at Elford St,48.42755,-123.34091,POINT (-123.34091 48.42755)
228,100266,Hillside Ave at Quadra St,48.43948,-123.35818,POINT (-123.35818 48.43948)
229,100267,Head St at Paradise St,48.42805,-123.39907,POINT (-123.39907 48.42805)
230,100268,Head St at Paradise St,48.4279,-123.39929,POINT (-123.39929 48.4279)
231,100269,Fairfield Rd at Arnold Ave,48.41207,-123.34105,POINT (-123.34105 48.41207)
232,100270,Gore St at Lyall St,48.42649,-123.40021,POINT (-123.40021 48.42649)
233,100271,Quadra St at Hillside Ave,48.44006,-123.35926,POINT (-123.35926 48.44006)
234,100272,Old Esquimalt Rd at Viewfield Rd,48.43302,-123.39497,POINT (-123.39497 48.43302)
235,100273,Craigflower Rd at Pine St,48.43695,-123.38859,POINT (-123.38859 48.43695)
236,100274,Gore St at Lyall St,48.42648,-123.40052,POINT (-123.40052 48.42648)
237,100275,Dunsmuir Rd at Head St,48.42932,-123.39874,POINT (-123.39874 48.42932)
238,100276,800 Blk Esquimalt Rd,48.43185,-123.39704,POINT (-123.39704 48.43185)
239,100277,Dunsmuir Rd at Head St,48.42929,-123.39921,POINT (-123.39921 48.42929)
240,100278,Hillside Ave at Graham St,48.4398,-123.35683,POINT (-123.35683 48.4398)
241,100279,Fairfield Rd at Stannard Ave,48.41225,-123.33969,POINT (-123.33969 48.41225)
242,100280,Hillside Ave at Graham St,48.43978,-123.35603,POINT (-123.35603 48.43978)
243,100281,Craigflower Rd at Pine St,48.43742,-123.38883,POINT (-123.38883 48.43742)
244,100283,800 Blk Esquimalt Rd,48.43153,-123.39794,POINT (-123.39794 48.43153)
245,100284,Richardson St at St Charles St,48.41624,-123.33807,POINT (-123.33807 48.41624)
246,100285,Fernwood Rd at Bay St,48.43426,-123.34511,POINT (-123.34511 48.43426)
247,100288,Gorge Rd E at Jutland Rd,48.44153,-123.37586,POINT (-123.37586 48.44153)
248,100290,Burnside Rd E at Dunedin St,48.44204,-123.36957,POINT (-123.36957 48.44204)
249,100291,Douglas St at Burnside Rd E,48.44226,-123.36932,POINT (-123.36932 48.44226)
250,100292,Burnside Rd E at Douglas St,48.44219,-123.36956,POINT (-123.36956 48.44219)
251,100293,Richardson St at St Charles St,48.41617,-123.3371,POINT (-123.3371 48.41617)
252,100294,Fort St at Pandora Ave,48.42627,-123.3378,POINT (-123.3378 48.42627)
253,100295,Douglas St at Summit Ave,48.44259,-123.36911,POINT (-123.36911 48.44259)
254,100296,Pandora Ave at Fort St,48.42648,-123.33782,POINT (-123.33782 48.42648)
255,100297,Gorge Rd E at Jutland Rd,48.44238,-123.37763,POINT (-123.37763 48.44238)
256,100298,Hillside Ave at Blackwood St,48.44013,-123.35434,POINT (-123.35434 48.44013)
257,100299,Esquimalt Rd at Head St,48.43063,-123.40032,POINT (-123.40032 48.43063)
258,100300,Jutland Rd at Gorge Rd E,48.44263,-123.37566,POINT (-123.37566 48.44263)
259,100301,Hillside Ave at Blackwood St,48.4401,-123.35348,POINT (-123.35348 48.4401)
260,100303,Fairfield Rd at St Charles St,48.41228,-123.33767,POINT (-123.33767 48.41228)
261,100304,Quadra St at Topaz Ave,48.44207,-123.36004,POINT (-123.36004 48.44207)
262,100305,Old Esquimalt Rd at Aldebury St,48.43291,-123.39924,POINT (-123.39924 48.43291)
263,100307,Esquimalt Rd at Head St,48.43041,-123.40112,POINT (-123.40112 48.43041)
264,100308,Old Esquimalt Rd at Aldebury St,48.43302,-123.39915,POINT (-123.39915 48.43302)
265,100309,Cook St at Hillside Ave,48.44008,-123.35195,POINT (-123.35195 48.44008)
266,100310,Craigflower Rd at Alderman Rd,48.43869,-123.39097,POINT (-123.39097 48.43869)
267,100311,Hillside Ave at Cook St,48.44035,-123.35255,POINT (-123.35255 48.44035)
268,100312,Oak Bay Ave at Fort St,48.42648,-123.33599,POINT (-123.33599 48.42648)
269,100313,Fairfield Rd at St Charles St,48.41217,-123.33685,POINT (-123.33685 48.41217)
270,100314,Lyall St at MacAulay St,48.42671,-123.40397,POINT (-123.40397 48.42671)
271,100315,Quadra St at Topaz Ave,48.44287,-123.36007,POINT (-123.36007 48.44287)
272,100317,Oak Bay Ave at Fort St,48.42656,-123.33629,POINT (-123.33629 48.42656)
273,100318,Craigflower Rd at Alderman Rd,48.43906,-123.39163,POINT (-123.39163 48.43906)
274,100319,Jutland Rd at Burnside Rd E,48.44366,-123.37487,POINT (-123.37487 48.44366)
275,100320,Fort St at Oak Bay Ave,48.42703,-123.33579,POINT (-123.33579 48.42703)
276,100321,Begbie St at Vining St,48.42909,-123.33661,POINT (-123.33661 48.42909)
277,100322,Hillside Ave at Cook St,48.44041,-123.35121,POINT (-123.35121 48.44041)
278,100323,Burnside Rd E at Jutland Rd,48.44387,-123.37335,POINT (-123.37335 48.44387)
279,100324,Lyall St at MacAulay St,48.42693,-123.40482,POINT (-123.40482 48.42693)
280,100325,Gorge Rd E at Washington Ave,48.44315,-123.38171,POINT (-123.38171 48.44315)
281,100326,Gorge Rd E at Washington Ave,48.44303,-123.38206,POINT (-123.38206 48.44303)
282,100327,Esquimalt Rd at MacAulay St,48.42906,-123.40406,POINT (-123.40406 48.42906)
283,100328,Finlayson St at Burnside Rd E,48.44424,-123.37337,POINT (-123.37337 48.44424)
284,100329,Cook St at Hillside Ave,48.44067,-123.35138,POINT (-123.35138 48.44067)
285,100330,Begbie St at Vining St,48.42945,-123.336,POINT (-123.336 48.42945)
286,100332,Ross St at St Charles St,48.41095,-123.33596,POINT (-123.33596 48.41095)
287,100333,Quadra St at Summit Ave,48.44365,-123.3605,POINT (-123.3605 48.44365)
288,100335,Ross St at St Charles St,48.4108,-123.33587,POINT (-123.33587 48.4108)
289,100336,Hillside Ave at Higgins St,48.44083,-123.34973,POINT (-123.34973 48.44083)
290,100337,Hillside Ave at Higgins St,48.44084,-123.34878,POINT (-123.34878 48.44084)
291,100338,Craigflower Rd at Dominion Rd,48.43955,-123.39348,POINT (-123.39348 48.43955)
292,100339,Finlayson St at Douglas St,48.44488,-123.37165,POINT (-123.37165 48.44488)
293,100340,Fairfield Rd at Lillian Rd,48.41314,-123.33429,POINT (-123.33429 48.41314)
294,100342,Old Esquimalt Rd at Head St,48.43294,-123.40244,POINT (-123.40244 48.43294)
295,100343,Finlayson St at Douglas St,48.44507,-123.36984,POINT (-123.36984 48.44507)
296,100344,Quadra St at Summit Ave,48.44425,-123.36046,POINT (-123.36046 48.44425)
297,100345,Fairfield Rd at Lillian Rd,48.41307,-123.33412,POINT (-123.33412 48.41307)
298,100346,Burnside Rd E at Finlayson St,48.44501,-123.37541,POINT (-123.37541 48.44501)
299,100347,Douglas St at Finlayson St,48.44449,-123.37065,POINT (-123.37065 48.44449)
300,100348,Esquimalt Rd at Lampson St East Side,48.42945,-123.40557,POINT (-123.40557 48.42945)
301,100349,Carey Rd at Ravine Way - Uptown,48.45566,-123.37702,POINT (-123.37702 48.45566)
302,100351,Fort St at Fern St,48.4281,-123.33405,POINT (-123.33405 48.4281)
303,100353,Lyall St at Lampson St,48.4271,-123.40698,POINT (-123.40698 48.4271)
304,100354,Cook St at Vista Hts,48.44197,-123.35009,POINT (-123.35009 48.44197)
305,100355,Legislature Exch Bay B,48.41882,-123.36897,POINT (-123.36897 48.41882)
